parent_smiles,molecule_chembl_id,pref_name,canonical_smiles_examples,n_records,IC50_nM_median,IC50_nM_min,IC50_nM_max,pIC50_median,pIC50_min,pIC50_max,pIC50_std,pchembl_median,assay_type,assay_chembl_id,document_chembl_id,mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,pIC50_range,activity_class
CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(-c3ccccc3)c3ccccc3n1)c(=O)n2C1CC1,CHEMBL6033013,,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(-c3ccccc3)c3ccccc3n1)c(=O)n2C1CC1,1,6.0,6.0,6.0,8.221848749616356,8.221848749616356,8.221848749616356,0.0,8.22,B,CHEMBL5730842,CHEMBL5725456,560.66,3.3,10.0,1.0,116.86,6.0,1.0,0.0,High
CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)cc3ccccc13)c(=O)n2C,CHEMBL402819,,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1nc(C)cc3ccccc13)c(=O)n2C,1,2.0,2.0,2.0,8.698970004336019,8.698970004336019,8.698970004336019,0.0,8.7,B,CHEMBL925952,CHEMBL1145558,471.57,1.75,9.0,1.0,103.97,4.0,0.0,0.0,High
CC#CCn1c(N2CCCC(N)C2)nc2ccn(Cc3cccc4ccccc34)c(=O)c21,CHEMBL255491,,CC#CCn1c(N2CCCC(N)C2)nc2ccn(Cc3cccc4ccccc34)c(=O)c21,1,89.0,89.0,89.0,7.050609993355087,7.050609993355087,7.050609993355087,0.0,7.05,B,CHEMBL925952,CHEMBL1145558,425.54,3.35,6.0,1.0,69.08,4.0,0.0,0.0,High
CC#CCn1c(N2CCCC(N)C2)nc2ccn(Cc3nc(C)cc4ccccc34)c(=O)c21,CHEMBL255492,,CC#CCn1c(N2CCCC(N)C2)nc2ccn(Cc3nc(C)cc4ccccc34)c(=O)c21,1,21.0,21.0,21.0,7.6777807052660805,7.6777807052660805,7.6777807052660805,0.0,7.68,B,CHEMBL925952,CHEMBL1145558,440.55,3.05,7.0,1.0,81.97,4.0,0.0,0.0,High
CC#CCn1c(N2CCCC(N)C2)nc2cnn(CC(=O)c3ccccc3)c(=O)c21,CHEMBL256928,,CC#CCn1c(N2CCCC(N)C2)nc2cnn(CC(=O)c3ccccc3)c(=O)c21,1,26.0,26.0,26.0,7.585026652029182,7.585026652029182,7.585026652029182,0.0,7.58,B,CHEMBL925952,CHEMBL1145558,404.47,1.43,8.0,1.0,99.04,5.0,0.0,0.0,High
CC#CCn1c(N2CCCC(N)C2)nc2cnn(CC3=Nc4ccccc4Oc4ccccc43)c(=O)c21,CHEMBL256729,,CC#CCn1c(N2CCCC(N)C2)nc2cnn(CC3=Nc4ccccc4Oc4ccccc43)c(=O)c21,1,14.0,14.0,14.0,7.853871964321762,7.853871964321762,7.853871964321762,0.0,7.85,B,CHEMBL925952,CHEMBL1145558,493.57,3.47,9.0,1.0,103.56,4.0,0.0,0.0,High
CC#CCn1c(N2CCCC(N)C2)nc2cnn(Cc3ccc(C#N)c4ccccc34)c(=O)c21,CHEMBL404220,,CC#CCn1c(N2CCCC(N)C2)nc2cnn(Cc3ccc(C#N)c4ccccc34)c(=O)c21,1,4.0,4.0,4.0,8.397940008672037,8.397940008672037,8.397940008672037,0.0,8.4,B,CHEMBL925952,CHEMBL1145558,451.53,2.62,8.0,1.0,105.76,4.0,0.0,0.0,High
CC#CCn1c(N2CCCC(N)C2)nc2cnn(Cc3cccc4ccccc34)c(=O)c21,CHEMBL401709,,CC#CCn1c(N2CCCC(N)C2)nc2cnn(Cc3cccc4ccccc34)c(=O)c21,1,13.0,13.0,13.0,7.886056647693163,7.886056647693163,7.886056647693163,0.0,7.89,B,CHEMBL925952,CHEMBL1145558,426.52,2.75,7.0,1.0,81.97,4.0,0.0,0.0,High
CC#CCn1c(N2CCCC(N)C2)nc2cnn(Cc3nc(C)cc4ccccc34)c(=O)c21,CHEMBL256521,,CC#CCn1c(N2CCCC(N)C2)nc2cnn(Cc3nc(C)cc4ccccc34)c(=O)c21,1,5.0,5.0,5.0,8.301029995663981,8.301029995663981,8.301029995663981,0.0,8.3,B,CHEMBL925952,CHEMBL1145558,441.54,2.45,8.0,1.0,94.86,4.0,0.0,0.0,High
CC#CCn1c(N2CCCC(N)C2)nc2cnn(Cc3nc4ccccc4o3)c(=O)c21,CHEMBL256969,,CC#CCn1c(N2CCCC(N)C2)nc2cnn(Cc3nc4ccccc4o3)c(=O)c21,1,4.0,4.0,4.0,8.397940008672037,8.397940008672037,8.397940008672037,0.0,8.4,B,CHEMBL925952,CHEMBL1145558,417.47,1.73,9.0,1.0,108.0,4.0,0.0,0.0,High
CC#CCn1c(N2CCCC(NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc(NCc3ccccc3)c3ccccc3n1)c(=O)n2C,CHEMBL3680628,,CC#CCn1c(N2CCCC(NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(Cc1nc(NCc3ccccc3)c3ccccc3n1)c(=O)n2C,1,6.0,6.0,6.0,8.221848749616356,8.221848749616356,8.221848749616356,0.0,8.22,B,CHEMBL3705209,CHEMBL3638448,663.78,4.02,12.0,2.0,141.2,8.0,2.0,0.0,High
CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1c(C#N)cnc3ccccc13)c(=O)n2C,CHEMBL1951614,,CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1c(C#N)cnc3ccccc13)c(=O)n2C,1,2.0,2.0,2.0,8.698970004336019,8.698970004336019,8.698970004336019,0.0,8.7,B,CHEMBL1954392,CHEMBL1949653,506.57,1.66,10.0,1.0,124.67,4.0,1.0,0.0,High
CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL1951613,,CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,1,7.5,7.5,7.5,8.1249387366083,8.1249387366083,8.1249387366083,0.0,8.12,B,CHEMBL1954392,CHEMBL1949653,496.58,1.5,10.0,1.0,113.77,4.0,0.0,0.0,High
CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1ncc3ccccc3c1C#N)c(=O)n2C,CHEMBL1951416,,CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1ncc3ccccc3c1C#N)c(=O)n2C,1,1.0,1.0,1.0,9.0,9.0,9.0,0.0,9.0,B,CHEMBL1954392,CHEMBL1949653,506.57,1.66,10.0,1.0,124.67,4.0,1.0,0.0,High
CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,CHEMBL1951612,,CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,1,5.0,5.0,5.0,8.301029995663981,8.301029995663981,8.301029995663981,0.0,8.3,B,CHEMBL1954392,CHEMBL1949653,481.56,1.79,9.0,1.0,100.88,4.0,0.0,0.0,High
CC#CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3nc(C)c4ccccc4n3)c(=O)c21,CHEMBL1951439,,CC#CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3nc(C)c4ccccc4n3)c(=O)c21,1,9.0,9.0,9.0,8.045757490560675,8.045757490560675,8.045757490560675,0.0,8.05,B,CHEMBL1954392,CHEMBL1949653,466.55,2.19,9.0,1.0,104.66,4.0,0.0,0.0,High
CC#CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3ncc4ccccc4n3)c(=O)c21,CHEMBL1951440,,CC#CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3ncc4ccccc4n3)c(=O)c21,1,45.0,45.0,45.0,7.346787486224656,7.346787486224656,7.346787486224656,0.0,7.35,B,CHEMBL1954392,CHEMBL1949653,452.52,1.88,9.0,1.0,104.66,4.0,0.0,0.0,High
CC#CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3nccc4ccccc34)c(=O)c21,CHEMBL1951438,,CC#CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3nccc4ccccc34)c(=O)c21,1,6.0,6.0,6.0,8.221848749616356,8.221848749616356,8.221848749616356,0.0,8.22,B,CHEMBL1954392,CHEMBL1949653,451.53,2.49,8.0,1.0,91.77,4.0,0.0,0.0,High
CC#CCn1c(N2CCCNCC2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,CHEMBL3927979,,CC#CCn1c(N2CCCNCC2)nc2c1c(=O)n(CCCN1CCC(C(=O)OC(C)C)CC1)c(=O)n2C,1,2600.0,2600.0,2600.0,5.585026652029182,5.585026652029182,5.585026652029182,0.0,5.58,B,CHEMBL3873292,CHEMBL3872227,527.67,0.77,11.0,1.0,106.63,8.0,2.0,0.0,Low
CC#CCn1c(N2CCCNCC2)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21,CHEMBL257999,,CC#CCn1c(N2CCCNCC2)nc2cnn(Cc3nc(C)c4ccccc4n3)c(=O)c21,1,3.0,3.0,3.0,8.522878745280337,8.522878745280337,8.522878745280337,0.0,8.52,B,CHEMBL925952,CHEMBL1145558,442.53,1.72,9.0,1.0,93.76,4.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,CHEMBL1951605,,CC#CCn1c(N2CCC[C@@H](N)C2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,1,20.0,20.0,20.0,7.698970004336019,7.698970004336019,7.698970004336019,0.0,7.7,B,CHEMBL1954392,CHEMBL1949653,496.58,1.62,10.0,1.0,127.76,4.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)c(C#N)c2ncn(CC(=O)c3cccc(OC)c3)c(=O)c21,CHEMBL1951425,,CC#CCn1c(N2CCC[C@@H](N)C2)c(C#N)c2ncn(CC(=O)c3cccc(OC)c3)c(=O)c21,1,60.0,60.0,60.0,7.221848749616356,7.221848749616356,7.221848749616356,0.0,7.22,B,CHEMBL1954392,CHEMBL1949653,458.52,1.91,9.0,1.0,119.17,6.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(C)c1=O,CHEMBL2424672,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(C)c1=O,1,198.0,198.0,198.0,6.703334809738469,6.703334809738469,6.703334809738469,0.0,6.7,B,CHEMBL2429190,CHEMBL2424575,276.34,-0.5,6.0,1.0,73.26,2.0,0.0,0.0,Moderate
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(CC#CC)c1=O,CHEMBL2425882,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(CC#CC)c1=O,1,2177.5,2177.5,2177.5,5.662041836320299,5.662041836320299,5.662041836320299,0.0,5.66,B,CHEMBL2429190,CHEMBL2424575,314.39,-0.02,6.0,1.0,73.26,3.0,0.0,0.0,Low
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)cc(C(=O)O)c2)c1=O,CHEMBL4860737,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)cc(C(=O)O)c2)c1=O,1,4.9,4.9,4.9,8.309803919971486,8.309803919971486,8.309803919971486,0.0,8.31,B,CHEMBL4841116,CHEMBL4840327,475.34,1.47,7.0,2.0,110.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)cc(C(=O)OC)c2)c1=O,CHEMBL4863369,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)cc(C(=O)OC)c2)c1=O,1,1.3,1.3,1.3,8.886056647693163,8.886056647693163,8.886056647693163,0.0,8.89,B,CHEMBL4841116,CHEMBL4840327,489.37,1.56,8.0,1.0,99.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)ccc2C(=O)O)c1=O,CHEMBL4558007,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)ccc2C(=O)O)c1=O,1,2.5,2.5,2.5,8.602059991327963,8.602059991327963,8.602059991327963,0.0,8.6,B,CHEMBL4413686,CHEMBL4411317,475.34,1.47,7.0,2.0,110.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)ccc2C(=O)OC)c1=O,CHEMBL4445783,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)ccc2C(=O)OC)c1=O,1,395.0,395.0,395.0,6.403402904373539,6.403402904373539,6.403402904373539,0.0,6.4,B,CHEMBL4413686,CHEMBL4411317,489.37,1.56,8.0,1.0,99.56,5.0,0.0,0.0,Moderate
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C#N)ccc2C(=O)O)c1=O,CHEMBL4516959,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C#N)ccc2C(=O)O)c1=O,1,3.5,3.5,3.5,8.455931955649724,8.455931955649724,8.455931955649724,0.0,8.46,B,CHEMBL4413686,CHEMBL4411317,421.46,0.58,8.0,2.0,134.35,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C(=O)O)ccc2Br)c1=O,CHEMBL4873862,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C(=O)O)ccc2Br)c1=O,1,13.0,13.0,13.0,7.886056647693163,7.886056647693163,7.886056647693163,0.0,7.89,B,CHEMBL4841116,CHEMBL4840327,475.34,1.47,7.0,2.0,110.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C(=O)O)ccc2F)c1=O,CHEMBL4857729,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C(=O)O)ccc2F)c1=O,1,2.8,2.8,2.8,8.55284196865778,8.55284196865778,8.55284196865778,0.0,8.55,B,CHEMBL4841116,CHEMBL4840327,414.44,0.85,7.0,2.0,110.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C(=O)OC)ccc2Br)c1=O,CHEMBL4856255,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C(=O)OC)ccc2Br)c1=O,1,2.6,2.6,2.6,8.585026652029182,8.585026652029182,8.585026652029182,0.0,8.59,B,CHEMBL4841116,CHEMBL4840327,489.37,1.56,8.0,1.0,99.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C(=O)OC)ccc2F)c1=O,CHEMBL4876894,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C(=O)OC)ccc2F)c1=O,1,4.3,4.3,4.3,8.366531544420413,8.366531544420413,8.366531544420413,0.0,8.37,B,CHEMBL4841116,CHEMBL4840327,428.46,0.93,8.0,1.0,99.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Cl)c3ccccc3n2)c1=O,CHEMBL2425895,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Cl)c3ccccc3n2)c1=O,1,1.2,1.2,1.2,8.920818753952375,8.920818753952375,8.920818753952375,0.0,8.92,B,CHEMBL2429190,CHEMBL2424575,437.93,2.21,7.0,1.0,86.15,4.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(OC)ccc2C(=O)O)c1=O,CHEMBL4581959,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(OC)ccc2C(=O)O)c1=O,1,4.0,4.0,4.0,8.397940008672037,8.397940008672037,8.397940008672037,0.0,8.4,B,CHEMBL4413686,CHEMBL4411317,426.47,0.72,8.0,2.0,119.79,6.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Br)c(C(=O)O)c2)c1=O,CHEMBL4856337,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Br)c(C(=O)O)c2)c1=O,1,0.8,0.8,0.8,9.096910013008056,9.096910013008056,9.096910013008056,0.0,9.1,B,CHEMBL4841116,CHEMBL4840327,475.34,1.47,7.0,2.0,110.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Br)c(C(=O)OC)c2)c1=O,CHEMBL4851477,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Br)c(C(=O)OC)c2)c1=O,1,1.3,1.3,1.3,8.886056647693163,8.886056647693163,8.886056647693163,0.0,8.89,B,CHEMBL4841116,CHEMBL4840327,489.37,1.56,8.0,1.0,99.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Br)cc2C(=O)O)c1=O,CHEMBL4527363,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Br)cc2C(=O)O)c1=O,1,4.6,4.6,4.6,8.337242168318426,8.337242168318426,8.337242168318426,0.0,8.34,B,CHEMBL4413686,CHEMBL4411317,475.34,1.47,7.0,2.0,110.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Br)cc2C(=O)OC)c1=O,CHEMBL5275484,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Br)cc2C(=O)OC)c1=O,1,395.0,395.0,395.0,6.403402904373539,6.403402904373539,6.403402904373539,0.0,6.4,B,CHEMBL5247222,CHEMBL5244277,489.37,1.56,8.0,1.0,99.56,5.0,0.0,0.0,Moderate
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(C(=O)OC)cc2)c1=O,CHEMBL4862579,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(C(=O)OC)cc2)c1=O,1,9.2,9.2,9.2,8.036212172654444,8.036212172654444,8.036212172654444,0.0,8.04,B,CHEMBL4841116,CHEMBL4840327,410.47,0.8,8.0,1.0,99.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)c(C(=O)N(C)C)c2)c1=O,CHEMBL5279728,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)c(C(=O)N(C)C)c2)c1=O,1,1.6,1.6,1.6,8.795880017344075,8.795880017344075,8.795880017344075,0.0,8.8,B,CHEMBL5247222,CHEMBL5244277,457.96,1.36,7.0,1.0,93.57,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)c(C(=O)O)c2)c1=O,CHEMBL4865204,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)c(C(=O)O)c2)c1=O,1,1.0,1.0,1.0,9.0,9.0,9.0,0.0,9.0,B,CHEMBL4841116,CHEMBL4840327,430.89,1.36,7.0,2.0,110.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)c(C(=O)OC)c2)c1=O,CHEMBL4845890,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)c(C(=O)OC)c2)c1=O,1,1.1,1.1,1.1,8.958607314841775,8.958607314841775,8.958607314841775,0.0,8.96,B,CHEMBL4841116,CHEMBL4840327,444.92,1.45,8.0,1.0,99.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)cc2C(=O)O)c1=O,CHEMBL4562685,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)cc2C(=O)O)c1=O,1,3.9,3.9,3.9,8.4089353929735,8.4089353929735,8.4089353929735,0.0,8.41,B,CHEMBL4413686,CHEMBL4411317,430.89,1.36,7.0,2.0,110.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(F)c(C(=O)O)c2)c1=O,CHEMBL4863102,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(F)c(C(=O)O)c2)c1=O,1,1.0,1.0,1.0,9.0,9.0,9.0,0.0,9.0,B,CHEMBL4841116,CHEMBL4840327,414.44,0.85,7.0,2.0,110.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(F)c(C(=O)OC)c2)c1=O,CHEMBL4846335,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(F)c(C(=O)OC)c2)c1=O,1,1.6,1.6,1.6,8.795880017344075,8.795880017344075,8.795880017344075,0.0,8.8,B,CHEMBL4841116,CHEMBL4840327,428.46,0.93,8.0,1.0,99.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(F)cc2C(=O)O)c1=O,CHEMBL4438210,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(F)cc2C(=O)O)c1=O,1,7.6,7.6,7.6,8.119186407719209,8.119186407719209,8.119186407719209,0.0,8.12,B,CHEMBL4413686,CHEMBL4411317,414.44,0.85,7.0,2.0,110.56,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3c(ccc4ccccc43)n2)c1=O,CHEMBL2425887,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3c(ccc4ccccc43)n2)c1=O,1,31.3,31.3,31.3,7.504455662453552,7.504455662453552,7.504455662453552,0.0,7.5,B,CHEMBL2429190,CHEMBL2424575,453.55,2.71,7.0,1.0,86.15,4.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(Br)ccc3n2)c1=O,CHEMBL2425888,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(Br)ccc3n2)c1=O,1,10.8,10.8,10.8,7.966576244513051,7.966576244513051,7.966576244513051,0.0,7.97,B,CHEMBL2429190,CHEMBL2424575,482.38,2.32,7.0,1.0,86.15,4.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(C)ccc3n2)c1=O,CHEMBL2425891,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(C)ccc3n2)c1=O,1,9.1,9.1,9.1,8.040958607678906,8.040958607678906,8.040958607678906,0.0,8.04,B,CHEMBL2429190,CHEMBL2424575,417.51,1.87,7.0,1.0,86.15,4.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(Cl)ccc3n2)c1=O,CHEMBL2425889,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(Cl)ccc3n2)c1=O,1,6.6,6.6,6.6,8.18045606445813,8.18045606445813,8.18045606445813,0.0,8.18,B,CHEMBL2429190,CHEMBL2424575,437.93,2.21,7.0,1.0,86.15,4.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(F)ccc3n2)c1=O,CHEMBL2425890,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(F)ccc3n2)c1=O,1,2.0,2.0,2.0,8.698970004336019,8.698970004336019,8.698970004336019,0.0,8.7,B,CHEMBL2429190,CHEMBL2424575,421.48,1.7,7.0,1.0,86.15,4.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(OC)ccc3n2)c1=O,CHEMBL2425892,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(OC)ccc3n2)c1=O,1,1.9,1.9,1.9,8.721246399047171,8.721246399047171,8.721246399047171,0.0,8.72,B,CHEMBL2429190,CHEMBL2424575,433.51,1.57,8.0,1.0,95.38,5.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O,CHEMBL2425893,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O,1,0.4,0.4,0.4,9.397940008672037,9.397940008672037,9.397940008672037,0.0,9.4,B,CHEMBL2429190,CHEMBL2424575,437.93,2.21,7.0,1.0,86.15,4.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(F)cc3n2)c1=O,CHEMBL2425894,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(F)cc3n2)c1=O,1,0.7,0.7,0.7,9.154901959985743,9.154901959985743,9.154901959985743,0.0,9.15,B,CHEMBL2429190,CHEMBL2424575,421.48,1.7,7.0,1.0,86.15,4.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccccc3n2)c1=O,CHEMBL2425886,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccccc3n2)c1=O,1,3.1,3.1,3.1,8.508638306165727,8.508638306165727,8.508638306165727,0.0,8.51,B,CHEMBL2429190,CHEMBL2424575,403.49,1.56,7.0,1.0,86.15,4.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)N3CCC[C@@H]3C(=O)O)c2)c1=O,CHEMBL4871197,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)N3CCC[C@@H]3C(=O)O)c2)c1=O,1,19.1,19.1,19.1,7.718966632752272,7.718966632752272,7.718966632752272,0.0,7.72,B,CHEMBL4841116,CHEMBL4840327,493.56,0.7,8.0,2.0,130.87,6.0,0.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)N3CCC[C@@H]3C(=O)OC)c2)c1=O,CHEMBL4867117,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)N3CCC[C@@H]3C(=O)OC)c2)c1=O,1,47.6,47.6,47.6,7.3223930472795065,7.3223930472795065,7.3223930472795065,0.0,7.32,B,CHEMBL4841116,CHEMBL4840327,507.59,0.79,9.0,1.0,119.87,6.0,1.0,0.0,High
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)N3CCC[C@H]3C(=O)O)c2)c1=O,CHEMBL4859630,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(C(=O)N3CCC[C@H]3C(=O)O)c2)c1=O,1,34.6,34.6,34.6,7.460923901207224,7.460923901207224,7.460923901207224,0.0,7.46,B,CHEMBL4841116,CHEMBL4840327,493.56,0.7,8.0,2.0,130.87,6.0,0.0,0.0,High
